,race,rank_id,horse_no,actual_pound,position,head_distance,participants,blocking_1,blocking_2,blocking_3,blocking_4,blocking_5,blocking_6,temper,order,distance,narrow,ground
164,202004295,616,D033,0.625,0.583333333,0.416666667,0.6,0.25,0.166666667,0.75,0,0,0,0.382142857,0.75,0.166666667,1,1
165,202004295,616,T256,0.525,0.333333333,0.416666667,0.6,0.833333333,0.833333333,0.666666667,0,0,0,0.57178022,0.666666667,0.166666667,1,1
166,202004295,616,B013,0.775,0.75,0.416666667,0.6,0.916666667,0.916666667,0.583333333,0,0,0,0.573016895,0.583333333,0.166666667,1,1
167,202004295,616,B183,0.825,0.083333333,0.375,0.6,0.5,0.666666667,0.5,0,0,0,0.456252081,0.5,0.166666667,1,1
168,202004295,616,A202,0.75,0.916666667,0.3125,0.6,1,1,0.416666667,0,0,0,0.605082418,0.416666667,0.166666667,1,1
169,202004295,616,D031,0.6,0.666666667,0.25,0.6,0.75,0.75,0.333333333,0,0,0,0.492836793,0.333333333,0.166666667,1,1
170,202004295,616,V235,0.6,0.5,0.229166667,0.6,0.666666667,0.583333333,0.25,0,0,0,0.614624958,0.25,0.166666667,1,1
171,202004295,616,C435,0.525,0.166666667,0.166666667,0.6,0.333333333,0.416666667,0.166666667,0,0,0,0.424984737,0.166666667,0.166666667,1,1
172,202004295,616,B073,0.3,1,1.1875,0.6,0.583333333,0.5,1,0,0,0,0.49642094,1,0.166666667,1,1
173,202004295,616,C460,0.625,0.25,0.541666667,0.6,0.416666667,0.25,0.916666667,0,0,0,0.573717949,0.916666667,0.166666667,1,1
174,202004295,616,D044,0.575,0.416666667,0.479166667,0.6,0.166666667,0.333333333,0.833333333,0,0,0,0.342662546,0.833333333,0.166666667,1,1
175,202004295,616,D099,0.675,0.833333333,0,0.6,0.083333333,0.083333333,0.083333333,0,0,0,0,0.083333333,0.166666667,1,1
